Identifier, Groundtruth, Estimate
siwirora_speed3_yaw10_wind5_off1_noise6.png, 10, 17.0
siwirora_speed6_yaw1_wind4_off2_noise1.png, 1, -30.6
siwirora_speed7_yaw9_wind5_off1_noise7.png, 9, 23.3
siwirora_speed1_yaw7_wind1_off1_noise8.png, 7, -1.6
siwirora_speed2_yaw10_wind5_off2_noise3.png, 10, 16.1
siwirora_speed6_yaw6_wind1_off1_noise2.png, 6, -8.1
siwirora_speed4_yaw1_wind2_off2_noise6.png, 1, -16.3
siwirora_speed2_yaw3_wind5_off2_noise2.png, 3, -5.5
siwirora_speed6_yaw3_wind4_off2_noise1.png, 3, -23.2
siwirora_speed1_yaw1_wind6_off2_noise5.png, 1, -21.7
siwirora_speed1_yaw1_wind1_off1_noise7.png, 1, -20.5
siwirora_speed8_yaw8_wind2_off2_noise5.png, 8, 5.8
siwirora_speed3_yaw4_wind5_off1_noise8.png, 4, -16.1
siwirora_speed1_yaw9_wind4_off2_noise6.png, 9, 1.2
siwirora_speed2_yaw11_wind1_off1_noise3.png, 11, 23.0
siwirora_speed6_yaw3_wind6_off2_noise7.png, 3, -14.0
siwirora_speed1_yaw8_wind6_off2_noise8.png, 8, -1.5
siwirora_speed5_yaw6_wind4_off1_noise8.png, 6, -9.0
siwirora_speed7_yaw2_wind5_off1_noise4.png, 2, -33.4
siwirora_speed3_yaw4_wind4_off1_noise4.png, 4, -17.3
siwirora_speed8_yaw2_wind1_off2_noise5.png, 2, -35.0
siwirora_speed6_yaw3_wind1_off1_noise1.png, 3, -25.7
siwirora_speed5_yaw1_wind4_off2_noise7.png, 1, -26.1
siwirora_speed2_yaw7_wind1_off1_noise5.png, 7, 0.7
siwirora_speed5_yaw3_wind6_off2_noise2.png, 3, -17.7
siwirora_speed5_yaw8_wind5_off2_noise1.png, 8, 9.9
siwirora_speed3_yaw7_wind5_off2_noise6.png, 7, -0.3
siwirora_speed4_yaw5_wind6_off1_noise7.png, 5, -10.2
siwirora_speed5_yaw2_wind2_off1_noise8.png, 2, -24.9
siwirora_speed2_yaw9_wind6_off2_noise6.png, 9, 6.6
siwirora_speed1_yaw3_wind6_off1_noise2.png, 3, -7.2
siwirora_speed7_yaw6_wind5_off1_noise4.png, 6, -5.8
siwirora_speed6_yaw6_wind3_off1_noise1.png, 6, -6.2
siwirora_speed7_yaw6_wind6_off2_noise5.png, 6, -1.1
siwirora_speed7_yaw6_wind6_off2_noise7.png, 6, -6.4
siwirora_speed5_yaw9_wind6_off1_noise6.png, 9, 12.8
siwirora_speed6_yaw1_wind5_off1_noise2.png, 1, -26.6
siwirora_speed8_yaw6_wind3_off2_noise2.png, 6, -13.1
siwirora_speed1_yaw5_wind5_off1_noise6.png, 5, -12.6
siwirora_speed5_yaw5_wind4_off2_noise2.png, 5, -15.2
siwirora_speed8_yaw6_wind1_off1_noise3.png, 6, -4.5
siwirora_speed7_yaw10_wind1_off2_noise3.png, 10, 27.6
siwirora_speed8_yaw3_wind2_off2_noise1.png, 3, -29.5
siwirora_speed5_yaw4_wind3_off1_noise8.png, 4, -11.5
siwirora_speed7_yaw10_wind2_off2_noise3.png, 10, 29.6
siwirora_speed1_yaw5_wind4_off1_noise5.png, 5, 0.9
siwirora_speed2_yaw2_wind3_off2_noise7.png, 2, -14.1
siwirora_speed4_yaw9_wind1_off2_noise8.png, 9, 13.6
siwirora_speed6_yaw1_wind6_off1_noise6.png, 1, -33.6
siwirora_speed2_yaw10_wind1_off2_noise8.png, 10, 15.8
siwirora_speed7_yaw7_wind2_off1_noise1.png, 7, 2.9
siwirora_speed8_yaw1_wind3_off2_noise4.png, 1, -40.8
siwirora_speed6_yaw2_wind6_off1_noise5.png, 2, -20.9
siwirora_speed5_yaw10_wind2_off1_noise8.png, 10, 24.8
siwirora_speed5_yaw5_wind5_off1_noise4.png, 5, -11.1
siwirora_speed2_yaw8_wind5_off1_noise2.png, 8, 7.9
siwirora_speed8_yaw6_wind4_off1_noise4.png, 6, -9.0
siwirora_speed7_yaw8_wind6_off2_noise1.png, 8, 10.3
siwirora_speed8_yaw5_wind2_off2_noise6.png, 5, -16.1
siwirora_speed6_yaw7_wind5_off1_noise7.png, 7, 2.5
siwirora_speed2_yaw11_wind5_off1_noise5.png, 11, 17.1
siwirora_speed4_yaw1_wind3_off1_noise3.png, 1, -33.7
siwirora_speed1_yaw9_wind3_off2_noise4.png, 9, 5.6
siwirora_speed5_yaw10_wind4_off2_noise3.png, 10, 29.9
siwirora_speed3_yaw4_wind3_off1_noise1.png, 4, -14.5
siwirora_speed2_yaw10_wind6_off2_noise7.png, 10, 23.8
siwirora_speed9_yaw11_wind1_off1_noise4.png, 11, 30.7
siwirora_speed7_yaw11_wind2_off2_noise7.png, 11, 36.0
siwirora_speed3_yaw1_wind4_off1_noise1.png, 1, -17.7
siwirora_speed3_yaw10_wind1_off2_noise5.png, 10, 15.8
siwirora_speed1_yaw10_wind2_off2_noise6.png, 10, 10.6
siwirora_speed7_yaw5_wind2_off2_noise2.png, 5, -14.0
siwirora_speed9_yaw7_wind2_off1_noise4.png, 7, -2.2
siwirora_speed2_yaw7_wind5_off2_noise5.png, 7, 2.3
siwirora_speed7_yaw4_wind1_off1_noise2.png, 4, -20.9
siwirora_speed4_yaw9_wind1_off1_noise1.png, 9, 11.7
siwirora_speed3_yaw10_wind5_off2_noise6.png, 10, 10.7
siwirora_speed4_yaw3_wind3_off2_noise5.png, 3, -22.5
siwirora_speed1_yaw6_wind3_off2_noise7.png, 6, -4.1
siwirora_speed7_yaw7_wind4_off2_noise7.png, 7, 2.7
siwirora_speed7_yaw8_wind4_off2_noise8.png, 8, 16.1
siwirora_speed5_yaw11_wind3_off2_noise5.png, 11, 31.5
siwirora_speed4_yaw11_wind4_off2_noise7.png, 11, 11.9
siwirora_speed3_yaw8_wind5_off2_noise1.png, 8, 8.5
siwirora_speed7_yaw3_wind4_off1_noise3.png, 3, -18.5
siwirora_speed2_yaw6_wind6_off1_noise8.png, 6, 13.9
siwirora_speed3_yaw4_wind4_off1_noise6.png, 4, -18.0
siwirora_speed8_yaw5_wind1_off1_noise5.png, 5, -12.9
siwirora_speed4_yaw10_wind5_off1_noise7.png, 10, 12.7
siwirora_speed7_yaw4_wind3_off1_noise7.png, 4, -19.5
siwirora_speed3_yaw11_wind6_off1_noise2.png, 11, 25.5
siwirora_speed2_yaw3_wind4_off2_noise6.png, 3, -10.0
siwirora_speed7_yaw11_wind2_off2_noise6.png, 11, 38.1
siwirora_speed4_yaw10_wind3_off1_noise3.png, 10, 26.2
siwirora_speed6_yaw1_wind3_off2_noise8.png, 1, -25.1
siwirora_speed2_yaw11_wind6_off1_noise2.png, 11, 15.2
siwirora_speed9_yaw9_wind6_off2_noise4.png, 9, 17.2
siwirora_speed2_yaw2_wind1_off1_noise1.png, 2, -24.7
siwirora_speed1_yaw8_wind4_off1_noise8.png, 8, 3.6
siwirora_speed3_yaw5_wind5_off1_noise8.png, 5, -10.0
siwirora_speed1_yaw9_wind5_off1_noise5.png, 9, 6.6
siwirora_speed7_yaw7_wind4_off1_noise8.png, 7, 2.0
siwirora_speed2_yaw1_wind2_off1_noise2.png, 1, -27.8
siwirora_speed1_yaw4_wind2_off1_noise2.png, 4, -14.2
siwirora_speed3_yaw3_wind4_off2_noise8.png, 3, -9.6
siwirora_speed6_yaw10_wind2_off1_noise1.png, 10, 29.9
siwirora_speed7_yaw3_wind1_off1_noise2.png, 3, -20.2
siwirora_speed3_yaw1_wind6_off2_noise5.png, 1, -17.5
siwirora_speed2_yaw9_wind2_off1_noise7.png, 9, 16.3
siwirora_speed9_yaw9_wind4_off1_noise8.png, 9, 24.7
siwirora_speed9_yaw10_wind6_off1_noise6.png, 10, 13.9
siwirora_speed1_yaw8_wind6_off1_noise7.png, 8, 0.8
siwirora_speed7_yaw10_wind4_off2_noise5.png, 10, 30.0
siwirora_speed4_yaw11_wind4_off2_noise1.png, 11, 25.4
siwirora_speed9_yaw11_wind2_off1_noise1.png, 11, 42.5
siwirora_speed5_yaw11_wind3_off2_noise8.png, 11, 25.2
siwirora_speed5_yaw10_wind3_off2_noise6.png, 10, 28.9
siwirora_speed9_yaw11_wind1_off2_noise8.png, 11, 38.4
siwirora_speed3_yaw1_wind2_off2_noise8.png, 1, -15.6
siwirora_speed4_yaw8_wind4_off1_noise3.png, 8, 8.6
siwirora_speed1_yaw1_wind2_off2_noise3.png, 1, -30.5
siwirora_speed2_yaw3_wind6_off1_noise5.png, 3, -6.9
siwirora_speed2_yaw1_wind1_off2_noise7.png, 1, -19.4
siwirora_speed9_yaw5_wind5_off1_noise6.png, 5, -15.4
siwirora_speed7_yaw8_wind2_off2_noise5.png, 8, 6.5
siwirora_speed3_yaw5_wind5_off1_noise7.png, 5, -11.3
siwirora_speed7_yaw6_wind2_off2_noise3.png, 6, -0.3
siwirora_speed4_yaw1_wind2_off2_noise5.png, 1, -24.3
siwirora_speed7_yaw7_wind2_off1_noise6.png, 7, 2.0
siwirora_speed6_yaw1_wind6_off1_noise8.png, 1, -33.8
siwirora_speed2_yaw5_wind6_off1_noise7.png, 5, -8.4
siwirora_speed6_yaw4_wind4_off1_noise4.png, 4, -18.8
siwirora_speed1_yaw10_wind5_off1_noise2.png, 10, 15.5
siwirora_speed5_yaw9_wind3_off1_noise7.png, 9, 22.0
siwirora_speed5_yaw8_wind2_off1_noise1.png, 8, 12.7
siwirora_speed3_yaw4_wind3_off1_noise3.png, 4, -6.5
siwirora_speed7_yaw8_wind6_off2_noise8.png, 8, 13.2
siwirora_speed3_yaw6_wind2_off1_noise5.png, 6, -6.4
siwirora_speed2_yaw8_wind1_off2_noise5.png, 8, 0.2
siwirora_speed7_yaw2_wind1_off2_noise5.png, 2, -26.9
siwirora_speed9_yaw1_wind3_off1_noise8.png, 1, -42.8
siwirora_speed9_yaw9_wind3_off1_noise2.png, 9, 23.3
siwirora_speed8_yaw1_wind3_off2_noise8.png, 1, -38.8
siwirora_speed3_yaw8_wind4_off2_noise8.png, 8, 8.3
siwirora_speed3_yaw11_wind3_off2_noise6.png, 11, 20.6
siwirora_speed2_yaw1_wind5_off2_noise1.png, 1, -16.5
siwirora_speed1_yaw1_wind1_off1_noise2.png, 1, -13.6
siwirora_speed7_yaw11_wind1_off1_noise4.png, 11, 39.1
siwirora_speed4_yaw2_wind4_off2_noise6.png, 2, -33.5
siwirora_speed5_yaw10_wind4_off2_noise8.png, 10, 23.6
siwirora_speed9_yaw1_wind1_off2_noise3.png, 1, -38.8
siwirora_speed1_yaw8_wind1_off2_noise4.png, 8, -1.2
siwirora_speed2_yaw6_wind1_off2_noise6.png, 6, -5.1
siwirora_speed2_yaw3_wind6_off2_noise1.png, 3, -11.8
siwirora_speed8_yaw2_wind2_off2_noise6.png, 2, -33.2
siwirora_speed5_yaw6_wind3_off2_noise7.png, 6, -3.8
siwirora_speed9_yaw9_wind3_off1_noise4.png, 9, 16.6
siwirora_speed7_yaw7_wind5_off2_noise8.png, 7, 0.2
siwirora_speed8_yaw9_wind4_off2_noise7.png, 9, 23.8
siwirora_speed3_yaw10_wind4_off1_noise5.png, 10, 23.7
siwirora_speed6_yaw4_wind3_off1_noise3.png, 4, -19.4
siwirora_speed6_yaw6_wind6_off2_noise6.png, 6, -7.8
siwirora_speed6_yaw8_wind3_off2_noise5.png, 8, 5.6
siwirora_speed1_yaw8_wind6_off1_noise5.png, 8, 3.3
siwirora_speed8_yaw1_wind4_off1_noise6.png, 1, -29.9
siwirora_speed8_yaw10_wind6_off1_noise4.png, 10, 26.3
siwirora_speed3_yaw11_wind6_off1_noise3.png, 11, 19.8
siwirora_speed1_yaw1_wind3_off2_noise8.png, 1, -17.9
siwirora_speed6_yaw5_wind3_off1_noise4.png, 5, -10.2
siwirora_speed9_yaw7_wind3_off2_noise5.png, 7, -2.4
siwirora_speed5_yaw2_wind1_off2_noise2.png, 2, -19.3
siwirora_speed9_yaw10_wind2_off1_noise2.png, 10, 38.0
siwirora_speed4_yaw6_wind6_off1_noise7.png, 6, -4.1
siwirora_speed7_yaw5_wind1_off1_noise3.png, 5, -14.7
siwirora_speed4_yaw10_wind2_off2_noise2.png, 10, 23.6
siwirora_speed9_yaw9_wind1_off2_noise8.png, 9, 21.6
siwirora_speed5_yaw6_wind5_off1_noise3.png, 6, -7.7
siwirora_speed2_yaw7_wind2_off1_noise2.png, 7, 0.3
siwirora_speed2_yaw8_wind3_off1_noise8.png, 8, 6.2
siwirora_speed6_yaw9_wind4_off1_noise1.png, 9, 14.8
siwirora_speed2_yaw9_wind2_off2_noise4.png, 9, 12.8
siwirora_speed4_yaw5_wind4_off2_noise3.png, 5, -13.1
siwirora_speed8_yaw1_wind5_off1_noise7.png, 1, -34.9
siwirora_speed7_yaw6_wind4_off2_noise4.png, 6, -8.6
siwirora_speed5_yaw5_wind3_off2_noise6.png, 5, -10.9
siwirora_speed2_yaw6_wind1_off2_noise4.png, 6, -4.8
siwirora_speed5_yaw5_wind1_off2_noise1.png, 5, -13.6
siwirora_speed7_yaw4_wind4_off2_noise4.png, 4, -17.6
siwirora_speed8_yaw4_wind6_off2_noise4.png, 4, -17.1
siwirora_speed1_yaw5_wind4_off1_noise4.png, 5, -8.3
siwirora_speed7_yaw1_wind5_off1_noise2.png, 1, -36.1
siwirora_speed9_yaw1_wind1_off1_noise5.png, 1, -41.3
siwirora_speed4_yaw3_wind4_off1_noise2.png, 3, -18.6
siwirora_speed5_yaw3_wind1_off1_noise2.png, 3, -23.3
siwirora_speed2_yaw10_wind5_off1_noise4.png, 10, 5.1
siwirora_speed7_yaw1_wind5_off1_noise6.png, 1, -33.0
siwirora_speed4_yaw11_wind6_off1_noise8.png, 11, 5.4
siwirora_speed5_yaw11_wind1_off1_noise7.png, 11, 31.3
siwirora_speed8_yaw11_wind4_off1_noise4.png, 11, 32.2
siwirora_speed8_yaw1_wind2_off2_noise8.png, 1, -33.6
siwirora_speed4_yaw7_wind6_off1_noise7.png, 7, -0.3
siwirora_speed8_yaw8_wind3_off1_noise5.png, 8, 13.9
siwirora_speed8_yaw3_wind1_off2_noise2.png, 3, -30.5
siwirora_speed8_yaw7_wind6_off2_noise7.png, 7, -0.6
siwirora_speed9_yaw10_wind4_off2_noise4.png, 10, 32.2
siwirora_speed9_yaw7_wind3_off2_noise7.png, 7, -1.1
siwirora_speed2_yaw11_wind4_off2_noise2.png, 11, 19.5
siwirora_speed4_yaw10_wind2_off2_noise8.png, 10, 22.0
siwirora_speed7_yaw2_wind3_off1_noise8.png, 2, -25.0
siwirora_speed9_yaw8_wind2_off2_noise5.png, 8, 4.7
siwirora_speed7_yaw5_wind4_off1_noise7.png, 5, -4.0
siwirora_speed3_yaw5_wind3_off2_noise5.png, 5, -4.5
siwirora_speed3_yaw9_wind4_off2_noise7.png, 9, 18.3
siwirora_speed3_yaw5_wind5_off2_noise1.png, 5, 1.6
siwirora_speed5_yaw7_wind1_off2_noise3.png, 7, 1.3
siwirora_speed9_yaw11_wind4_off1_noise8.png, 11, 38.0
siwirora_speed3_yaw9_wind6_off2_noise8.png, 9, 19.3
siwirora_speed2_yaw6_wind2_off1_noise1.png, 6, -0.8
siwirora_speed6_yaw4_wind1_off2_noise3.png, 4, -16.0
siwirora_speed4_yaw11_wind4_off1_noise6.png, 11, 31.2
siwirora_speed9_yaw3_wind2_off1_noise5.png, 3, -24.2
siwirora_speed7_yaw11_wind6_off1_noise8.png, 11, 37.4
siwirora_speed2_yaw2_wind4_off2_noise8.png, 2, -13.7
siwirora_speed7_yaw3_wind2_off1_noise4.png, 3, -33.9
siwirora_speed4_yaw3_wind5_off2_noise8.png, 3, -26.4
siwirora_speed1_yaw11_wind2_off2_noise8.png, 11, 13.1
siwirora_speed2_yaw9_wind5_off1_noise5.png, 9, 8.5
siwirora_speed8_yaw11_wind4_off1_noise5.png, 11, 34.8
siwirora_speed7_yaw7_wind1_off2_noise2.png, 7, 0.0
siwirora_speed2_yaw3_wind5_off1_noise6.png, 3, 5.2
siwirora_speed3_yaw11_wind6_off2_noise5.png, 11, 19.3
siwirora_speed4_yaw4_wind4_off1_noise2.png, 4, -2.9
siwirora_speed5_yaw3_wind2_off1_noise5.png, 3, -24.5
siwirora_speed2_yaw7_wind3_off2_noise3.png, 7, 3.2
siwirora_speed2_yaw11_wind1_off2_noise5.png, 11, 2.2
siwirora_speed7_yaw10_wind1_off2_noise8.png, 10, 22.6
siwirora_speed6_yaw3_wind2_off2_noise1.png, 3, -27.7
siwirora_speed8_yaw7_wind4_off1_noise4.png, 7, 17.4
siwirora_speed8_yaw6_wind5_off1_noise3.png, 6, -7.3
siwirora_speed9_yaw7_wind3_off2_noise3.png, 7, -1.0
siwirora_speed8_yaw4_wind6_off1_noise5.png, 4, -15.6
siwirora_speed2_yaw1_wind4_off1_noise1.png, 1, -14.3
siwirora_speed9_yaw2_wind4_off2_noise2.png, 2, -36.5
siwirora_speed1_yaw1_wind3_off2_noise6.png, 1, -20.1
siwirora_speed6_yaw7_wind3_off1_noise1.png, 7, 4.3
siwirora_speed1_yaw2_wind6_off2_noise1.png, 2, -18.2
siwirora_speed2_yaw10_wind5_off2_noise1.png, 10, 6.5
siwirora_speed2_yaw1_wind1_off1_noise2.png, 1, -24.2
siwirora_speed8_yaw10_wind6_off1_noise6.png, 10, 18.0
siwirora_speed9_yaw8_wind5_off1_noise1.png, 8, 16.5
siwirora_speed3_yaw1_wind6_off1_noise1.png, 1, -22.2
siwirora_speed9_yaw9_wind3_off2_noise3.png, 9, 15.7
siwirora_speed1_yaw1_wind4_off2_noise7.png, 1, -20.2
siwirora_speed8_yaw8_wind1_off2_noise2.png, 8, 12.8
siwirora_speed3_yaw7_wind2_off1_noise8.png, 7, 1.8
siwirora_speed6_yaw7_wind4_off2_noise6.png, 7, 4.3
siwirora_speed3_yaw3_wind6_off2_noise2.png, 3, -9.7
siwirora_speed6_yaw3_wind5_off1_noise8.png, 3, -28.2
siwirora_speed9_yaw1_wind2_off1_noise2.png, 1, -43.8
siwirora_speed5_yaw9_wind3_off2_noise3.png, 9, 15.0
siwirora_speed2_yaw2_wind3_off1_noise4.png, 2, -12.1
siwirora_speed9_yaw5_wind2_off1_noise5.png, 5, -16.8
siwirora_speed9_yaw4_wind4_off1_noise7.png, 4, -17.7
siwirora_speed6_yaw3_wind3_off2_noise1.png, 3, -28.8
siwirora_speed2_yaw8_wind4_off2_noise4.png, 8, -8.8
siwirora_speed5_yaw11_wind6_off1_noise8.png, 11, 26.3
siwirora_speed2_yaw2_wind3_off2_noise5.png, 2, -27.9
siwirora_speed7_yaw11_wind2_off1_noise2.png, 11, 30.6
siwirora_speed7_yaw10_wind1_off1_noise8.png, 10, 33.6
siwirora_speed7_yaw5_wind6_off1_noise1.png, 5, -13.1
siwirora_speed3_yaw1_wind1_off2_noise3.png, 1, -29.0
siwirora_speed6_yaw1_wind5_off1_noise8.png, 1, -16.8
siwirora_speed8_yaw1_wind5_off2_noise2.png, 1, -31.8
siwirora_speed4_yaw8_wind5_off1_noise2.png, 8, 9.6
siwirora_speed7_yaw11_wind1_off1_noise5.png, 11, 32.6
siwirora_speed8_yaw9_wind3_off2_noise2.png, 9, 15.7
siwirora_speed1_yaw9_wind5_off1_noise8.png, 9, 9.3
siwirora_speed8_yaw6_wind4_off1_noise5.png, 6, -7.2
siwirora_speed4_yaw3_wind5_off2_noise7.png, 3, -14.3
siwirora_speed1_yaw5_wind5_off1_noise8.png, 5, -10.8
siwirora_speed2_yaw5_wind5_off1_noise3.png, 5, -11.4
siwirora_speed8_yaw4_wind4_off1_noise7.png, 4, -26.9
siwirora_speed6_yaw10_wind3_off2_noise7.png, 10, 31.1
siwirora_speed3_yaw4_wind2_off2_noise8.png, 4, -19.2
siwirora_speed6_yaw7_wind1_off2_noise5.png, 7, -2.1
siwirora_speed5_yaw6_wind6_off1_noise5.png, 6, -6.7
siwirora_speed6_yaw4_wind5_off1_noise4.png, 4, -17.6
siwirora_speed4_yaw3_wind1_off1_noise1.png, 3, -24.2
siwirora_speed6_yaw3_wind1_off2_noise6.png, 3, -30.6
siwirora_speed4_yaw2_wind1_off1_noise5.png, 2, -30.8
siwirora_speed2_yaw1_wind6_off2_noise1.png, 1, -16.7
siwirora_speed5_yaw10_wind5_off1_noise7.png, 10, 9.6
siwirora_speed1_yaw9_wind6_off2_noise6.png, 9, 2.5
siwirora_speed8_yaw2_wind3_off1_noise4.png, 2, -28.4
siwirora_speed1_yaw7_wind5_off1_noise2.png, 7, 0.3
siwirora_speed7_yaw8_wind3_off2_noise3.png, 8, 14.3
siwirora_speed3_yaw5_wind2_off1_noise6.png, 5, -11.3
siwirora_speed2_yaw4_wind6_off1_noise7.png, 4, -8.0
siwirora_speed8_yaw2_wind6_off2_noise7.png, 2, -26.5
siwirora_speed8_yaw1_wind2_off1_noise6.png, 1, -37.7
siwirora_speed9_yaw9_wind1_off2_noise3.png, 9, 24.6
siwirora_speed3_yaw6_wind2_off1_noise6.png, 6, -7.4
siwirora_speed7_yaw7_wind3_off1_noise1.png, 7, -0.8
siwirora_speed8_yaw9_wind3_off2_noise5.png, 9, 12.4
siwirora_speed3_yaw11_wind3_off2_noise4.png, 11, 23.2
siwirora_speed5_yaw7_wind3_off1_noise4.png, 7, -2.2
siwirora_speed1_yaw6_wind4_off2_noise8.png, 6, -9.8
siwirora_speed9_yaw4_wind3_off2_noise2.png, 4, -20.6
siwirora_speed3_yaw7_wind3_off2_noise6.png, 7, -0.7
siwirora_speed9_yaw10_wind4_off1_noise3.png, 10, 18.2
siwirora_speed4_yaw9_wind4_off2_noise8.png, 9, 20.0
siwirora_speed4_yaw10_wind2_off2_noise6.png, 10, 18.3
siwirora_speed3_yaw3_wind2_off1_noise1.png, 3, -13.4
siwirora_speed3_yaw7_wind1_off1_noise8.png, 7, -0.4
siwirora_speed2_yaw1_wind2_off1_noise3.png, 1, -26.9
siwirora_speed1_yaw5_wind6_off2_noise4.png, 5, -7.8
siwirora_speed3_yaw1_wind6_off2_noise2.png, 1, -18.8
siwirora_speed5_yaw4_wind3_off2_noise3.png, 4, -17.9
siwirora_speed4_yaw4_wind6_off1_noise6.png, 4, -7.1
siwirora_speed5_yaw3_wind2_off1_noise3.png, 3, -27.1
siwirora_speed3_yaw10_wind4_off2_noise6.png, 10, 24.3
siwirora_speed8_yaw7_wind3_off2_noise7.png, 7, -2.9
siwirora_speed2_yaw5_wind5_off1_noise5.png, 5, -1.9
siwirora_speed5_yaw1_wind6_off1_noise8.png, 1, -26.9
siwirora_speed3_yaw8_wind2_off2_noise2.png, 8, 5.1
siwirora_speed8_yaw10_wind1_off2_noise3.png, 10, 29.8
siwirora_speed4_yaw7_wind1_off2_noise2.png, 7, 2.5
siwirora_speed7_yaw10_wind5_off2_noise3.png, 10, 25.1
siwirora_speed8_yaw7_wind2_off1_noise3.png, 7, 4.9
siwirora_speed4_yaw3_wind5_off1_noise2.png, 3, -6.7
siwirora_speed8_yaw9_wind1_off1_noise1.png, 9, 19.7
siwirora_speed9_yaw4_wind5_off1_noise4.png, 4, -28.0
siwirora_speed1_yaw3_wind1_off1_noise4.png, 3, -10.6
siwirora_speed5_yaw3_wind4_off1_noise4.png, 3, -22.5
siwirora_speed3_yaw9_wind2_off1_noise2.png, 9, 17.2
siwirora_speed9_yaw8_wind3_off1_noise2.png, 8, 9.7
siwirora_speed7_yaw3_wind1_off2_noise4.png, 3, -25.8
siwirora_speed7_yaw7_wind2_off2_noise6.png, 7, 1.0
siwirora_speed5_yaw4_wind4_off1_noise2.png, 4, -21.9
siwirora_speed8_yaw6_wind6_off2_noise7.png, 6, -7.4
siwirora_speed3_yaw3_wind1_off1_noise6.png, 3, -22.8
siwirora_speed5_yaw11_wind1_off2_noise8.png, 11, 26.5
siwirora_speed5_yaw10_wind6_off1_noise3.png, 10, 12.9
siwirora_speed1_yaw1_wind4_off1_noise8.png, 1, -14.3
siwirora_speed9_yaw5_wind1_off2_noise6.png, 5, -17.3
siwirora_speed1_yaw2_wind1_off2_noise8.png, 2, -21.8
siwirora_speed7_yaw11_wind4_off2_noise4.png, 11, 21.6
siwirora_speed6_yaw11_wind3_off1_noise6.png, 11, 27.4
siwirora_speed5_yaw8_wind5_off2_noise5.png, 8, 8.1
siwirora_speed2_yaw3_wind6_off1_noise6.png, 3, -5.7
siwirora_speed2_yaw11_wind2_off1_noise6.png, 11, 24.8
siwirora_speed1_yaw3_wind2_off1_noise7.png, 3, -18.7
siwirora_speed4_yaw6_wind2_off2_noise1.png, 6, -3.0
siwirora_speed4_yaw8_wind5_off1_noise6.png, 8, 10.1
siwirora_speed6_yaw11_wind3_off2_noise3.png, 11, 35.1
siwirora_speed4_yaw10_wind3_off1_noise2.png, 10, 13.1
siwirora_speed2_yaw7_wind6_off2_noise3.png, 7, -1.7
siwirora_speed6_yaw11_wind1_off2_noise2.png, 11, 28.6
siwirora_speed7_yaw11_wind3_off1_noise7.png, 11, 37.6
siwirora_speed3_yaw2_wind2_off1_noise8.png, 2, -27.3
siwirora_speed8_yaw5_wind5_off1_noise6.png, 5, -24.4
siwirora_speed5_yaw8_wind3_off1_noise7.png, 8, 9.2
siwirora_speed7_yaw1_wind4_off1_noise2.png, 1, -38.0
siwirora_speed8_yaw8_wind4_off1_noise7.png, 8, 13.9
siwirora_speed9_yaw5_wind4_off1_noise5.png, 5, -13.7
siwirora_speed1_yaw8_wind4_off1_noise6.png, 8, -7.9
siwirora_speed2_yaw11_wind5_off2_noise2.png, 11, 21.2
siwirora_speed4_yaw10_wind5_off2_noise1.png, 10, 27.4
siwirora_speed5_yaw10_wind5_off1_noise5.png, 10, 24.3
siwirora_speed5_yaw2_wind4_off1_noise2.png, 2, -23.8
siwirora_speed9_yaw6_wind5_off1_noise8.png, 6, -3.5
siwirora_speed3_yaw5_wind2_off1_noise4.png, 5, -13.0
siwirora_speed1_yaw1_wind4_off2_noise8.png, 1, -17.3
siwirora_speed2_yaw5_wind2_off1_noise7.png, 5, -10.3
siwirora_speed7_yaw1_wind6_off1_noise4.png, 1, -21.0
siwirora_speed6_yaw9_wind6_off1_noise4.png, 9, 15.9
siwirora_speed4_yaw8_wind4_off2_noise5.png, 8, 27.8
siwirora_speed4_yaw11_wind6_off2_noise5.png, 11, 18.3
siwirora_speed8_yaw11_wind3_off2_noise6.png, 11, 28.8
siwirora_speed1_yaw3_wind2_off1_noise3.png, 3, -13.7
siwirora_speed3_yaw11_wind2_off1_noise1.png, 11, 33.5
siwirora_speed8_yaw7_wind3_off2_noise6.png, 7, -0.6
siwirora_speed8_yaw8_wind6_off2_noise6.png, 8, 8.9
siwirora_speed9_yaw1_wind2_off1_noise8.png, 1, -44.0
siwirora_speed1_yaw4_wind3_off1_noise1.png, 4, -8.2
siwirora_speed9_yaw5_wind5_off1_noise3.png, 5, -11.3
siwirora_speed6_yaw7_wind3_off2_noise7.png, 7, 0.7
siwirora_speed1_yaw6_wind1_off1_noise4.png, 6, -5.8
siwirora_speed1_yaw3_wind4_off1_noise8.png, 3, -7.8
siwirora_speed2_yaw6_wind5_off1_noise2.png, 6, -4.1
siwirora_speed8_yaw9_wind4_off2_noise6.png, 9, 23.4
siwirora_speed1_yaw2_wind4_off1_noise3.png, 2, -13.5
siwirora_speed5_yaw2_wind2_off2_noise2.png, 2, -30.3
siwirora_speed8_yaw8_wind2_off2_noise2.png, 8, 12.1
siwirora_speed3_yaw4_wind6_off1_noise2.png, 4, -6.0
siwirora_speed6_yaw1_wind2_off1_noise4.png, 1, -33.1
siwirora_speed3_yaw6_wind5_off2_noise6.png, 6, -0.5
siwirora_speed2_yaw5_wind1_off2_noise3.png, 5, -5.5
siwirora_speed5_yaw3_wind3_off1_noise4.png, 3, -22.1
